site_code,d,gender,age_groups,vehicle_types
SEMA-SEMA-006,2025-12-31,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-01,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-02,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-03,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-04,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-05,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-06,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-07,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-08,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-09,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-10,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-11,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-12,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-13,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-14,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-15,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-16,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-17,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-18,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-19,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-20,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-21,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-22,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-23,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-24,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-25,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-26,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-27,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-28,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-29,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-30,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
SEMA-SEMA-006,2026-01-31,"{""male"": 54, ""female"": 46}","[{""label"": ""18-24"", ""value"": 19}, {""label"": ""25-34"", ""value"": 32}, {""label"": ""35-44"", ""value"": 28}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 10}]","{""motorcycle"": 53, ""car"": 31, ""bus"": 2, ""truck"": 14}"
BALI-BALI-007,2025-11-01,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-02,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-03,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-04,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-05,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-06,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-07,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-08,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-09,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-10,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-11,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-12,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-13,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-14,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-15,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-16,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-17,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-18,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-19,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-20,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-21,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-22,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-23,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-24,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-25,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-26,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-27,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-28,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-29,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-11-30,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-12-01,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-12-02,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-12-03,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-12-04,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-12-05,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-12-06,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-12-07,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-12-08,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-12-09,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-12-10,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-12-11,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-12-12,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-12-13,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
BALI-BALI-007,2025-12-14,"{""male"": 55, ""female"": 45}","[{""label"": ""18-24"", ""value"": 20}, {""label"": ""25-34"", ""value"": 34}, {""label"": ""35-44"", ""value"": 27}, {""label"": ""45-54"", ""value"": 11}, {""label"": ""55+"", ""value"": 8}]","{""motorcycle"": 56, ""car"": 29, ""bus"": 6, ""truck"": 9}"
