site_code,ts_hour,volume
BALI-BALI-007,2025-12-11 14:00:00,6625
BALI-BALI-007,2025-12-11 15:00:00,6372
BALI-BALI-007,2025-12-11 16:00:00,8501
BALI-BALI-007,2025-12-11 17:00:00,11086
BALI-BALI-007,2025-12-11 18:00:00,9674
BALI-BALI-007,2025-12-11 19:00:00,8073
BALI-BALI-007,2025-12-11 20:00:00,6040
BALI-BALI-007,2025-12-11 21:00:00,5090
BALI-BALI-007,2025-12-11 22:00:00,2354
BALI-BALI-007,2025-12-11 23:00:00,1136
BALI-BALI-007,2025-12-12 00:00:00,1006
BALI-BALI-007,2025-12-12 01:00:00,803
BALI-BALI-007,2025-12-12 02:00:00,831
BALI-BALI-007,2025-12-12 03:00:00,983
BALI-BALI-007,2025-12-12 04:00:00,1596
BALI-BALI-007,2025-12-12 05:00:00,1673
BALI-BALI-007,2025-12-12 06:00:00,5249
BALI-BALI-007,2025-12-12 07:00:00,10479
BALI-BALI-007,2025-12-12 08:00:00,10305
BALI-BALI-007,2025-12-12 09:00:00,9456
BALI-BALI-007,2025-12-12 10:00:00,7175
BALI-BALI-007,2025-12-12 11:00:00,6472
BALI-BALI-007,2025-12-12 12:00:00,6153
BALI-BALI-007,2025-12-12 13:00:00,5622
BALI-BALI-007,2025-12-12 14:00:00,5858
BALI-BALI-007,2025-12-12 15:00:00,6411
BALI-BALI-007,2025-12-12 16:00:00,9716
BALI-BALI-007,2025-12-12 17:00:00,11189
BALI-BALI-007,2025-12-12 18:00:00,9687
BALI-BALI-007,2025-12-12 19:00:00,8862
BALI-BALI-007,2025-12-12 20:00:00,7095
BALI-BALI-007,2025-12-12 21:00:00,5204
BALI-BALI-007,2025-12-12 22:00:00,2089
BALI-BALI-007,2025-12-12 23:00:00,1454
BALI-BALI-007,2025-12-13 00:00:00,771
BALI-BALI-007,2025-12-13 01:00:00,714
BALI-BALI-007,2025-12-13 02:00:00,674
BALI-BALI-007,2025-12-13 03:00:00,829
BALI-BALI-007,2025-12-13 04:00:00,1323
BALI-BALI-007,2025-12-13 05:00:00,1266
BALI-BALI-007,2025-12-13 06:00:00,5033
BALI-BALI-007,2025-12-13 07:00:00,10044
BALI-BALI-007,2025-12-13 08:00:00,9334
BALI-BALI-007,2025-12-13 09:00:00,8216
BALI-BALI-007,2025-12-13 10:00:00,7168
BALI-BALI-007,2025-12-13 11:00:00,5949
BALI-BALI-007,2025-12-13 12:00:00,5298
BALI-BALI-007,2025-12-13 13:00:00,4833
BALI-BALI-007,2025-12-13 14:00:00,5963
BALI-BALI-007,2025-12-13 15:00:00,6738
BALI-BALI-007,2025-12-13 16:00:00,7443
BALI-BALI-007,2025-12-13 17:00:00,9557
BALI-BALI-007,2025-12-13 18:00:00,9474
BALI-BALI-007,2025-12-13 19:00:00,7491
BALI-BALI-007,2025-12-13 20:00:00,5845
BALI-BALI-007,2025-12-13 21:00:00,5034
BALI-BALI-007,2025-12-13 22:00:00,2305
BALI-BALI-007,2025-12-13 23:00:00,1072
BALI-BALI-007,2025-12-14 00:00:00,854
BALI-BALI-007,2025-12-14 01:00:00,688
BALI-BALI-007,2025-12-14 02:00:00,689
BALI-BALI-007,2025-12-14 03:00:00,858
BALI-BALI-007,2025-12-14 04:00:00,1303
BALI-BALI-007,2025-12-14 05:00:00,1393
BALI-BALI-007,2025-12-14 06:00:00,4848
BALI-BALI-007,2025-12-14 07:00:00,10155
BALI-BALI-007,2025-12-14 08:00:00,10135
BALI-BALI-007,2025-12-14 09:00:00,9051
BALI-BALI-007,2025-12-14 10:00:00,7006
BALI-BALI-007,2025-12-14 11:00:00,5487
BALI-BALI-007,2025-12-14 12:00:00,5640
BALI-BALI-007,2025-12-14 13:00:00,5048
BALI-BALI-007,2025-12-14 14:00:00,5368
BALI-BALI-007,2025-12-14 15:00:00,6165
BALI-BALI-007,2025-12-14 16:00:00,7203
BALI-BALI-007,2025-12-14 17:00:00,10349
BALI-BALI-007,2025-12-14 18:00:00,9407
BALI-BALI-007,2025-12-14 19:00:00,7729
BALI-BALI-007,2025-12-14 20:00:00,5547
BALI-BALI-007,2025-12-14 21:00:00,4267
BALI-BALI-007,2025-12-14 22:00:00,1940
BALI-BALI-007,2025-12-14 23:00:00,1018
BALI-BALI-007,2025-12-15 00:00:00,919
BALI-BALI-007,2025-12-15 01:00:00,759
BALI-BALI-007,2025-12-15 02:00:00,816
BALI-BALI-007,2025-12-15 03:00:00,1009
BALI-BALI-007,2025-12-15 04:00:00,1432
BALI-BALI-007,2025-12-15 05:00:00,1740
BALI-BALI-007,2025-12-15 06:00:00,5350
BALI-BALI-007,2025-12-15 07:00:00,10341
BALI-BALI-007,2025-12-15 08:00:00,10874
BALI-BALI-007,2025-12-15 09:00:00,10597
BALI-BALI-007,2025-12-15 10:00:00,8071
BALI-BALI-007,2025-12-15 11:00:00,6791
BALI-BALI-007,2025-12-15 12:00:00,5490
BALI-BALI-007,2025-12-15 13:00:00,5463
BALI-BALI-007,2025-12-15 14:00:00,6838
BALI-BALI-007,2025-12-15 15:00:00,6319
BALI-BALI-007,2025-12-15 16:00:00,9533
BALI-BALI-007,2025-12-15 17:00:00,11565
BALI-BALI-007,2025-12-15 18:00:00,9959
BALI-BALI-007,2025-12-15 19:00:00,8381
BALI-BALI-007,2025-12-15 20:00:00,7146
BALI-BALI-007,2025-12-15 21:00:00,5568
BALI-BALI-007,2025-12-15 22:00:00,2548
BALI-BALI-007,2025-12-15 23:00:00,1294
BALI-BALI-007,2025-12-16 00:00:00,905
BALI-BALI-007,2025-12-16 01:00:00,791
BALI-BALI-007,2025-12-16 02:00:00,753
BALI-BALI-007,2025-12-16 03:00:00,937
BALI-BALI-007,2025-12-16 04:00:00,1565
BALI-BALI-007,2025-12-16 05:00:00,1560
BALI-BALI-007,2025-12-16 06:00:00,5145
BALI-BALI-007,2025-12-16 07:00:00,9360
BALI-BALI-007,2025-12-16 08:00:00,10748
BALI-BALI-007,2025-12-16 09:00:00,9282
BALI-BALI-007,2025-12-16 10:00:00,7959
BALI-BALI-007,2025-12-16 11:00:00,5948
BALI-BALI-007,2025-12-16 12:00:00,6208
BALI-BALI-007,2025-12-16 13:00:00,5288
BALI-BALI-007,2025-12-16 14:00:00,6292
BALI-BALI-007,2025-12-16 15:00:00,6915
BALI-BALI-007,2025-12-16 16:00:00,9517
BALI-BALI-007,2025-12-16 17:00:00,11093
BALI-BALI-007,2025-12-16 18:00:00,11386
BALI-BALI-007,2025-12-16 19:00:00,8918
BALI-BALI-007,2025-12-16 20:00:00,6811
BALI-BALI-007,2025-12-16 21:00:00,4957
BALI-BALI-007,2025-12-16 22:00:00,2562
BALI-BALI-007,2025-12-16 23:00:00,1347
BALI-BALI-007,2025-12-17 00:00:00,994
BALI-BALI-007,2025-12-17 01:00:00,811
BALI-BALI-007,2025-12-17 02:00:00,771
BALI-BALI-007,2025-12-17 03:00:00,934
BALI-BALI-007,2025-12-17 04:00:00,1511
BALI-BALI-007,2025-12-17 05:00:00,1699
BALI-BALI-007,2025-12-17 06:00:00,5307
BALI-BALI-007,2025-12-17 07:00:00,9762
BALI-BALI-007,2025-12-17 08:00:00,10110
BALI-BALI-007,2025-12-17 09:00:00,10232
BALI-BALI-007,2025-12-17 10:00:00,7422
BALI-BALI-007,2025-12-17 11:00:00,6927
BALI-BALI-007,2025-12-17 12:00:00,6169
BALI-BALI-007,2025-12-17 13:00:00,5474
BALI-BALI-007,2025-12-17 14:00:00,6878
BALI-BALI-007,2025-12-17 15:00:00,6453
BALI-BALI-007,2025-12-17 16:00:00,9507
BALI-BALI-007,2025-12-17 17:00:00,11215
BALI-BALI-007,2025-12-17 18:00:00,8947
BALI-BALI-007,2025-12-17 19:00:00,9472
BALI-BALI-007,2025-12-17 20:00:00,6655
BALI-BALI-007,2025-12-17 21:00:00,4901
BALI-BALI-007,2025-12-17 22:00:00,2370
BALI-BALI-007,2025-12-17 23:00:00,1139
BALI-BALI-007,2025-12-18 00:00:00,1079
BALI-BALI-007,2025-12-18 01:00:00,742
BALI-BALI-007,2025-12-18 02:00:00,726
BALI-BALI-007,2025-12-18 03:00:00,958
BALI-BALI-007,2025-12-18 04:00:00,1275
BALI-BALI-007,2025-12-18 05:00:00,1479
BALI-BALI-007,2025-12-18 06:00:00,5828
BALI-BALI-007,2025-12-18 07:00:00,10499
BALI-BALI-007,2025-12-18 08:00:00,10438
BALI-BALI-007,2025-12-18 09:00:00,9754
BALI-BALI-007,2025-12-18 10:00:00,7649
BALI-BALI-007,2025-12-18 11:00:00,6576
BALI-BALI-007,2025-12-18 12:00:00,5699
BALI-BALI-007,2025-12-18 13:00:00,5460
BALI-BALI-007,2025-12-18 14:00:00,6055
BALI-BALI-007,2025-12-18 15:00:00,6763
BALI-BALI-007,2025-12-18 16:00:00,9184
BALI-BALI-007,2025-12-18 17:00:00,11508
BALI-BALI-007,2025-12-18 18:00:00,9643
BALI-BALI-007,2025-12-18 19:00:00,8023
BALI-BALI-007,2025-12-18 20:00:00,6226
BALI-BALI-007,2025-12-18 21:00:00,5679
BALI-BALI-007,2025-12-18 22:00:00,2359
BALI-BALI-007,2025-12-18 23:00:00,1245
BALI-BALI-007,2025-12-19 00:00:00,957
BALI-BALI-007,2025-12-19 01:00:00,789
BALI-BALI-007,2025-12-19 02:00:00,772
BALI-BALI-007,2025-12-19 03:00:00,1018
BALI-BALI-007,2025-12-19 04:00:00,1467
BALI-BALI-007,2025-12-19 05:00:00,1668
BALI-BALI-007,2025-12-19 06:00:00,5752
BALI-BALI-007,2025-12-19 07:00:00,10871
BALI-BALI-007,2025-12-19 08:00:00,11820
BALI-BALI-007,2025-12-19 09:00:00,10628
BALI-BALI-007,2025-12-19 10:00:00,9044
BALI-BALI-007,2025-12-19 11:00:00,7154
BALI-BALI-007,2025-12-19 12:00:00,5790
BALI-BALI-007,2025-12-19 13:00:00,6005
BALI-BALI-007,2025-12-19 14:00:00,6620
BALI-BALI-007,2025-12-19 15:00:00,7966
BALI-BALI-007,2025-12-19 16:00:00,8224
BALI-BALI-007,2025-12-19 17:00:00,11483
BALI-BALI-007,2025-12-19 18:00:00,9896
BALI-BALI-007,2025-12-19 19:00:00,8999
BALI-BALI-007,2025-12-19 20:00:00,6268
BALI-BALI-007,2025-12-19 21:00:00,5226
BALI-BALI-007,2025-12-19 22:00:00,2325
BALI-BALI-007,2025-12-19 23:00:00,1330
BALI-BALI-007,2025-12-20 00:00:00,877
BALI-BALI-007,2025-12-20 01:00:00,729
BALI-BALI-007,2025-12-20 02:00:00,807
BALI-BALI-007,2025-12-20 03:00:00,847
BALI-BALI-007,2025-12-20 04:00:00,1327
BALI-BALI-007,2025-12-20 05:00:00,1453
BALI-BALI-007,2025-12-20 06:00:00,5116
BALI-BALI-007,2025-12-20 07:00:00,10641
BALI-BALI-007,2025-12-20 08:00:00,9861
BALI-BALI-007,2025-12-20 09:00:00,8651
BALI-BALI-007,2025-12-20 10:00:00,8034
BALI-BALI-007,2025-12-20 11:00:00,5955
BALI-BALI-007,2025-12-20 12:00:00,4961
BALI-BALI-007,2025-12-20 13:00:00,4969
BALI-BALI-007,2025-12-20 14:00:00,5346
BALI-BALI-007,2025-12-20 15:00:00,5798
BALI-BALI-007,2025-12-20 16:00:00,7772
BALI-BALI-007,2025-12-20 17:00:00,10069
BALI-BALI-007,2025-12-20 18:00:00,10055
BALI-BALI-007,2025-12-20 19:00:00,8245
BALI-BALI-007,2025-12-20 20:00:00,5981
BALI-BALI-007,2025-12-20 21:00:00,4375
BALI-BALI-007,2025-12-20 22:00:00,2434
BALI-BALI-007,2025-12-20 23:00:00,1252
BALI-BALI-007,2025-12-21 00:00:00,840
BALI-BALI-007,2025-12-21 01:00:00,701
BALI-BALI-007,2025-12-21 02:00:00,632
BALI-BALI-007,2025-12-21 03:00:00,873
BALI-BALI-007,2025-12-21 04:00:00,1363
BALI-BALI-007,2025-12-21 05:00:00,1394
BALI-BALI-007,2025-12-21 06:00:00,4617
BALI-BALI-007,2025-12-21 07:00:00,8805
BALI-BALI-007,2025-12-21 08:00:00,9067
BALI-BALI-007,2025-12-21 09:00:00,8298
BALI-BALI-007,2025-12-21 10:00:00,7105
BALI-BALI-007,2025-12-21 11:00:00,5842
BALI-BALI-007,2025-12-21 12:00:00,5511
BALI-BALI-007,2025-12-21 13:00:00,5034
BALI-BALI-007,2025-12-21 14:00:00,5188
BALI-BALI-007,2025-12-21 15:00:00,5971
BALI-BALI-007,2025-12-21 16:00:00,7269
BALI-BALI-007,2025-12-21 17:00:00,9468
BALI-BALI-007,2025-12-21 18:00:00,9849
BALI-BALI-007,2025-12-21 19:00:00,8406
BALI-BALI-007,2025-12-21 20:00:00,5746
BALI-BALI-007,2025-12-21 21:00:00,4409
BALI-BALI-007,2025-12-21 22:00:00,2010
BALI-BALI-007,2025-12-21 23:00:00,1109
BALI-BALI-007,2025-12-22 00:00:00,898
BALI-BALI-007,2025-12-22 01:00:00,862
BALI-BALI-007,2025-12-22 02:00:00,710
BALI-BALI-007,2025-12-22 03:00:00,964
BALI-BALI-007,2025-12-22 04:00:00,1339
BALI-BALI-007,2025-12-22 05:00:00,1570
BALI-BALI-007,2025-12-22 06:00:00,5717
BALI-BALI-007,2025-12-22 07:00:00,10835
BALI-BALI-007,2025-12-22 08:00:00,10642
BALI-BALI-007,2025-12-22 09:00:00,10183
BALI-BALI-007,2025-12-22 10:00:00,7541
BALI-BALI-007,2025-12-22 11:00:00,6694
BALI-BALI-007,2025-12-22 12:00:00,6328
BALI-BALI-007,2025-12-22 13:00:00,5767
BALI-BALI-007,2025-12-22 14:00:00,6083
BALI-BALI-007,2025-12-22 15:00:00,6950
BALI-BALI-007,2025-12-22 16:00:00,9165
BALI-BALI-007,2025-12-22 17:00:00,10274
BALI-BALI-007,2025-12-22 18:00:00,9631
BALI-BALI-007,2025-12-22 19:00:00,8950
BALI-BALI-007,2025-12-22 20:00:00,6117
BALI-BALI-007,2025-12-22 21:00:00,4588
BALI-BALI-007,2025-12-22 22:00:00,2717
BALI-BALI-007,2025-12-22 23:00:00,1174
BALI-BALI-007,2025-12-23 00:00:00,931
BALI-BALI-007,2025-12-23 01:00:00,756
BALI-BALI-007,2025-12-23 02:00:00,771
BALI-BALI-007,2025-12-23 03:00:00,892
BALI-BALI-007,2025-12-23 04:00:00,1474
BALI-BALI-007,2025-12-23 05:00:00,1581
BALI-BALI-007,2025-12-23 06:00:00,5820
BALI-BALI-007,2025-12-23 07:00:00,9833
BALI-BALI-007,2025-12-23 08:00:00,12043
BALI-BALI-007,2025-12-23 09:00:00,8622
BALI-BALI-007,2025-12-23 10:00:00,7104
BALI-BALI-007,2025-12-23 11:00:00,7288
BALI-BALI-007,2025-12-23 12:00:00,6136
BALI-BALI-007,2025-12-23 13:00:00,5768
BALI-BALI-007,2025-12-23 14:00:00,6443
BALI-BALI-007,2025-12-23 15:00:00,7307
BALI-BALI-007,2025-12-23 16:00:00,8791
BALI-BALI-007,2025-12-23 17:00:00,10354
BALI-BALI-007,2025-12-23 18:00:00,10707
BALI-BALI-007,2025-12-23 19:00:00,8978
BALI-BALI-007,2025-12-23 20:00:00,6819
BALI-BALI-007,2025-12-23 21:00:00,5556
BALI-BALI-007,2025-12-23 22:00:00,2562
BALI-BALI-007,2025-12-23 23:00:00,1164
BALI-BALI-007,2025-12-24 00:00:00,1015
BALI-BALI-007,2025-12-24 01:00:00,718
BALI-BALI-007,2025-12-24 02:00:00,780
BALI-BALI-007,2025-12-24 03:00:00,904
BALI-BALI-007,2025-12-24 04:00:00,1341
BALI-BALI-007,2025-12-24 05:00:00,1600
BALI-BALI-007,2025-12-24 06:00:00,5432
BALI-BALI-007,2025-12-24 07:00:00,10249
BALI-BALI-007,2025-12-24 08:00:00,9892
BALI-BALI-007,2025-12-24 09:00:00,9385
BALI-BALI-007,2025-12-24 10:00:00,7295
BALI-BALI-007,2025-12-24 11:00:00,6348
BALI-BALI-007,2025-12-24 12:00:00,5771
BALI-BALI-007,2025-12-24 13:00:00,6116
BALI-BALI-007,2025-12-24 14:00:00,6023
BALI-BALI-007,2025-12-24 15:00:00,6005
BALI-BALI-007,2025-12-24 16:00:00,9117
BALI-BALI-007,2025-12-24 17:00:00,10996
BALI-BALI-007,2025-12-24 18:00:00,9864
BALI-BALI-007,2025-12-24 19:00:00,8192
BALI-BALI-007,2025-12-24 20:00:00,5771
BALI-BALI-007,2025-12-24 21:00:00,5464
BALI-BALI-007,2025-12-24 22:00:00,2455
BALI-BALI-007,2025-12-24 23:00:00,1096
BALI-BALI-007,2025-12-25 00:00:00,959
BALI-BALI-007,2025-12-25 01:00:00,840
BALI-BALI-007,2025-12-25 02:00:00,791
BALI-BALI-007,2025-12-25 03:00:00,889
BALI-BALI-007,2025-12-25 04:00:00,1326
BALI-BALI-007,2025-12-25 05:00:00,1481
BALI-BALI-007,2025-12-25 06:00:00,5986
BALI-BALI-007,2025-12-25 07:00:00,10143
BALI-BALI-007,2025-12-25 08:00:00,9583
BALI-BALI-007,2025-12-25 09:00:00,9940
BALI-BALI-007,2025-12-25 10:00:00,7902
BALI-BALI-007,2025-12-25 11:00:00,6405
BALI-BALI-007,2025-12-25 12:00:00,5591
BALI-BALI-007,2025-12-25 13:00:00,5282
BALI-BALI-007,2025-12-25 14:00:00,6677
BALI-BALI-007,2025-12-25 15:00:00,7157
BALI-BALI-007,2025-12-25 16:00:00,8867
BALI-BALI-007,2025-12-25 17:00:00,11131
BALI-BALI-007,2025-12-25 18:00:00,10387
BALI-BALI-007,2025-12-25 19:00:00,8377
BALI-BALI-007,2025-12-25 20:00:00,6191
BALI-BALI-007,2025-12-25 21:00:00,5365
BALI-BALI-007,2025-12-25 22:00:00,2720
BALI-BALI-007,2025-12-25 23:00:00,1162
BALI-BALI-007,2025-12-26 00:00:00,937
BALI-BALI-007,2025-12-26 01:00:00,831
BALI-BALI-007,2025-12-26 02:00:00,880
BALI-BALI-007,2025-12-26 03:00:00,1051
BALI-BALI-007,2025-12-26 04:00:00,1356
BALI-BALI-007,2025-12-26 05:00:00,1703
BALI-BALI-007,2025-12-26 06:00:00,5557
BALI-BALI-007,2025-12-26 07:00:00,10929
BALI-BALI-007,2025-12-26 08:00:00,11268
BALI-BALI-007,2025-12-26 09:00:00,9066
BALI-BALI-007,2025-12-26 10:00:00,8172
BALI-BALI-007,2025-12-26 11:00:00,7046
BALI-BALI-007,2025-12-26 12:00:00,6005
BALI-BALI-007,2025-12-26 13:00:00,5612
BALI-BALI-007,2025-12-26 14:00:00,5732
BALI-BALI-007,2025-12-26 15:00:00,7412
BALI-BALI-007,2025-12-26 16:00:00,8811
BALI-BALI-007,2025-12-26 17:00:00,10463
BALI-BALI-007,2025-12-26 18:00:00,10084
BALI-BALI-007,2025-12-26 19:00:00,8783
BALI-BALI-007,2025-12-26 20:00:00,6117
BALI-BALI-007,2025-12-26 21:00:00,5064
BALI-BALI-007,2025-12-26 22:00:00,2266
BALI-BALI-007,2025-12-26 23:00:00,1368
BALI-BALI-007,2025-12-27 00:00:00,860
BALI-BALI-007,2025-12-27 01:00:00,669
BALI-BALI-007,2025-12-27 02:00:00,610
BALI-BALI-007,2025-12-27 03:00:00,912
BALI-BALI-007,2025-12-27 04:00:00,1332
BALI-BALI-007,2025-12-27 05:00:00,1450
BALI-BALI-007,2025-12-27 06:00:00,5271
BALI-BALI-007,2025-12-27 07:00:00,9788
BALI-BALI-007,2025-12-27 08:00:00,9850
BALI-BALI-007,2025-12-27 09:00:00,8742
BALI-BALI-007,2025-12-27 10:00:00,6980
BALI-BALI-007,2025-12-27 11:00:00,6166
BALI-BALI-007,2025-12-27 12:00:00,5897
BALI-BALI-007,2025-12-27 13:00:00,5123
BALI-BALI-007,2025-12-27 14:00:00,6235
BALI-BALI-007,2025-12-27 15:00:00,6587
BALI-BALI-007,2025-12-27 16:00:00,8055
BALI-BALI-007,2025-12-27 17:00:00,11469
BALI-BALI-007,2025-12-27 18:00:00,10230
BALI-BALI-007,2025-12-27 19:00:00,8668
BALI-BALI-007,2025-12-27 20:00:00,5453
BALI-BALI-007,2025-12-27 21:00:00,5185
BALI-BALI-007,2025-12-27 22:00:00,2280
BALI-BALI-007,2025-12-27 23:00:00,1130
BALI-BALI-007,2025-12-28 00:00:00,731
BALI-BALI-007,2025-12-28 01:00:00,714
BALI-BALI-007,2025-12-28 02:00:00,654
BALI-BALI-007,2025-12-28 03:00:00,860
BALI-BALI-007,2025-12-28 04:00:00,1172
BALI-BALI-007,2025-12-28 05:00:00,1551
BALI-BALI-007,2025-12-28 06:00:00,5061
BALI-BALI-007,2025-12-28 07:00:00,10342
BALI-BALI-007,2025-12-28 08:00:00,8933
BALI-BALI-007,2025-12-28 09:00:00,9484
BALI-BALI-007,2025-12-28 10:00:00,6241
BALI-BALI-007,2025-12-28 11:00:00,5952
BALI-BALI-007,2025-12-28 12:00:00,5117
BALI-BALI-007,2025-12-28 13:00:00,4903
BALI-BALI-007,2025-12-28 14:00:00,5425
BALI-BALI-007,2025-12-28 15:00:00,5952
BALI-BALI-007,2025-12-28 16:00:00,7116
BALI-BALI-007,2025-12-28 17:00:00,9537
BALI-BALI-007,2025-12-28 18:00:00,9161
BALI-BALI-007,2025-12-28 19:00:00,8235
BALI-BALI-007,2025-12-28 20:00:00,5698
BALI-BALI-007,2025-12-28 21:00:00,4792
BALI-BALI-007,2025-12-28 22:00:00,2041
BALI-BALI-007,2025-12-28 23:00:00,1091
BALI-BALI-007,2025-12-29 00:00:00,999
BALI-BALI-007,2025-12-29 01:00:00,815
BALI-BALI-007,2025-12-29 02:00:00,757
BALI-BALI-007,2025-12-29 03:00:00,1011
BALI-BALI-007,2025-12-29 04:00:00,1391
BALI-BALI-007,2025-12-29 05:00:00,1522
BALI-BALI-007,2025-12-29 06:00:00,5750
BALI-BALI-007,2025-12-29 07:00:00,10380
BALI-BALI-007,2025-12-29 08:00:00,10514
BALI-BALI-007,2025-12-29 09:00:00,9566
BALI-BALI-007,2025-12-29 10:00:00,7469
BALI-BALI-007,2025-12-29 11:00:00,6545
BALI-BALI-007,2025-12-29 12:00:00,6466
BALI-BALI-007,2025-12-29 13:00:00,5831
BALI-BALI-007,2025-12-29 14:00:00,6752
BALI-BALI-007,2025-12-29 15:00:00,7406
BALI-BALI-007,2025-12-29 16:00:00,8457
BALI-BALI-007,2025-12-29 17:00:00,10068
BALI-BALI-007,2025-12-29 18:00:00,9799
BALI-BALI-007,2025-12-29 19:00:00,8426
BALI-BALI-007,2025-12-29 20:00:00,6098
BALI-BALI-007,2025-12-29 21:00:00,5409
BALI-BALI-007,2025-12-29 22:00:00,2703
BALI-BALI-007,2025-12-29 23:00:00,1447
BALI-BALI-007,2025-12-30 00:00:00,918
BALI-BALI-007,2025-12-30 01:00:00,878
BALI-BALI-007,2025-12-30 02:00:00,878
BALI-BALI-007,2025-12-30 03:00:00,948
BALI-BALI-007,2025-12-30 04:00:00,1484
BALI-BALI-007,2025-12-30 05:00:00,1723
BALI-BALI-007,2025-12-30 06:00:00,5591
BALI-BALI-007,2025-12-30 07:00:00,10336
BALI-BALI-007,2025-12-30 08:00:00,10492
BALI-BALI-007,2025-12-30 09:00:00,8532
BALI-BALI-007,2025-12-30 10:00:00,8050
BALI-BALI-007,2025-12-30 11:00:00,6447
BALI-BALI-007,2025-12-30 12:00:00,5699
BALI-BALI-007,2025-12-30 13:00:00,5918
BALI-BALI-007,2025-12-30 14:00:00,5854
BALI-BALI-007,2025-12-30 15:00:00,7563
BALI-BALI-007,2025-12-30 16:00:00,9073
BALI-BALI-007,2025-12-30 17:00:00,10953
BALI-BALI-007,2025-12-30 18:00:00,10381
BALI-BALI-007,2025-12-30 19:00:00,8188
BALI-BALI-007,2025-12-30 20:00:00,6702
BALI-BALI-007,2025-12-30 21:00:00,5188
BALI-BALI-007,2025-12-30 22:00:00,2605
BALI-BALI-007,2025-12-30 23:00:00,1321
BALI-BALI-007,2025-12-31 00:00:00,902
BALI-BALI-007,2025-12-31 01:00:00,711
BALI-BALI-007,2025-12-31 02:00:00,827
BALI-BALI-007,2025-12-31 03:00:00,977
BALI-BALI-007,2025-12-31 04:00:00,1362
BALI-BALI-007,2025-12-31 05:00:00,1602
BALI-BALI-007,2025-12-31 06:00:00,5887
BALI-BALI-007,2025-12-31 07:00:00,10861
BALI-BALI-007,2025-12-31 08:00:00,10275
BALI-BALI-007,2025-12-31 09:00:00,8831
BALI-BALI-007,2025-12-31 10:00:00,7202
BALI-BALI-007,2025-12-31 11:00:00,6446
BALI-BALI-007,2025-12-31 12:00:00,6465
BALI-BALI-007,2025-12-31 13:00:00,5384
BALI-BALI-007,2025-12-31 14:00:00,6032
BALI-BALI-007,2025-12-31 15:00:00,6777
BALI-BALI-007,2025-12-31 16:00:00,8327
BALI-BALI-007,2025-12-31 17:00:00,10941
BALI-BALI-007,2025-12-31 18:00:00,9385
BALI-BALI-007,2025-12-31 19:00:00,9162
BALI-BALI-007,2025-12-31 20:00:00,6202
BALI-BALI-007,2025-12-31 21:00:00,5749
BALI-BALI-007,2025-12-31 22:00:00,2326
BALI-BALI-007,2025-12-31 23:00:00,1371
BALI-BALI-007,2026-01-01 00:00:00,963
BALI-BALI-007,2026-01-01 01:00:00,722
BALI-BALI-007,2026-01-01 02:00:00,723
BALI-BALI-007,2026-01-01 03:00:00,839
BALI-BALI-007,2026-01-01 04:00:00,1260
BALI-BALI-007,2026-01-01 05:00:00,1481
BALI-BALI-007,2026-01-01 06:00:00,5189
BALI-BALI-007,2026-01-01 07:00:00,8700
BALI-BALI-007,2026-01-01 08:00:00,11455
BALI-BALI-007,2026-01-01 09:00:00,9038
BALI-BALI-007,2026-01-01 10:00:00,7433
BALI-BALI-007,2026-01-01 11:00:00,5986
BALI-BALI-007,2026-01-01 12:00:00,5537
BALI-BALI-007,2026-01-01 13:00:00,5216
BALI-BALI-007,2026-01-01 14:00:00,5922
BALI-BALI-007,2026-01-01 15:00:00,6658
BALI-BALI-007,2026-01-01 16:00:00,8538
BALI-BALI-007,2026-01-01 17:00:00,10507
BALI-BALI-007,2026-01-01 18:00:00,10032
BALI-BALI-007,2026-01-01 19:00:00,8140
BALI-BALI-007,2026-01-01 20:00:00,6005
BALI-BALI-007,2026-01-01 21:00:00,4670
BALI-BALI-007,2026-01-01 22:00:00,2512
BALI-BALI-007,2026-01-01 23:00:00,1208
BALI-BALI-007,2026-01-02 00:00:00,912
BALI-BALI-007,2026-01-02 01:00:00,759
BALI-BALI-007,2026-01-02 02:00:00,762
BALI-BALI-007,2026-01-02 03:00:00,922
BALI-BALI-007,2026-01-02 04:00:00,1376
BALI-BALI-007,2026-01-02 05:00:00,1483
BALI-BALI-007,2026-01-02 06:00:00,5617
BALI-BALI-007,2026-01-02 07:00:00,10470
BALI-BALI-007,2026-01-02 08:00:00,11552
BALI-BALI-007,2026-01-02 09:00:00,9169
BALI-BALI-007,2026-01-02 10:00:00,7979
BALI-BALI-007,2026-01-02 11:00:00,5707
BALI-BALI-007,2026-01-02 12:00:00,6121
BALI-BALI-007,2026-01-02 13:00:00,5041
BALI-BALI-007,2026-01-02 14:00:00,5775
BALI-BALI-007,2026-01-02 15:00:00,7043
BALI-BALI-007,2026-01-02 16:00:00,8125
BALI-BALI-007,2026-01-02 17:00:00,10253
BALI-BALI-007,2026-01-02 18:00:00,9684
BALI-BALI-007,2026-01-02 19:00:00,8809
BALI-BALI-007,2026-01-02 20:00:00,5794
BALI-BALI-007,2026-01-02 21:00:00,4895
BALI-BALI-007,2026-01-02 22:00:00,2399
BALI-BALI-007,2026-01-02 23:00:00,1288
BALI-BALI-007,2026-01-03 00:00:00,839
BALI-BALI-007,2026-01-03 01:00:00,592
BALI-BALI-007,2026-01-03 02:00:00,707
